Address,Price,Type,Size,Bedrooms,Bathrooms
"Jbeil, Jbeil
                    , Mount Lebanon","$850,000",House/Villa,750 m²,4,6
"Sioufi, Beirut
                    , Beirut","$800,000",Apartment,300 m²,3,4
"Chabtine, Batroun
                    , North","$220,000",Land,200 m²,N/A,N/A
"Beit Chabeb, El Metn
                    , Mount Lebanon","$350,000",House/Villa,598 m²,3,1
"Haret Sakher, Kesrouane
                    , Mount Lebanon","$175,000",Apartment,200 m²,2,2
"Batroun, Batroun
                    , North","$1,600,000",Land,833 m²,N/A,N/A
"Batroun, Batroun
                    , North","$50,000",Land,696 m²,N/A,N/A
"Adma, Kesrouane
                    , Mount Lebanon","$2,000,000",House/Villa,600 m²,4,5
"kfarhbeib, Kesrouane
                    , Mount Lebanon","$775,000",Apartment,492 m²,4,3
"Chabtine, Batroun
                    , North","$150,000",Land,523 m²,N/A,N/A
"Tabarja, Kesrouane
                    , Mount Lebanon","$700,000",Apartment,294 m²,3,5
"Lehfed, Jbeil
                    , Mount Lebanon","$310,000",Land,650 m²,N/A,N/A
"Aamchit, Jbeil
                    , Mount Lebanon","$185,000",Apartment,205 m²,3,3
"Aamchit, Jbeil
                    , Mount Lebanon","$185,000",Apartment,190 m²,3,3
"Aamchit, Jbeil
                    , Mount Lebanon","$160,000",Apartment,171 m²,3,3
"Faraya, Kesrouane
                    , Mount Lebanon","$85,000",Chalet,90 m²,2,1
"Achrafieh, Beirut
                    , Beirut","$1,700,000",Land,304 m²,N/A,N/A
"Adonis, Kesrouane
                    , Mount Lebanon","$250,000",Apartment,230 m²,4,4
"Sahel Alma, Kesrouane
                    , Mount Lebanon","$450,000",Apartment,355 m²,3,5
"Antelias, El Metn
                    , Mount Lebanon","$205,000",Apartment,147 m²,3,3
"Ras Beirut, Beirut
                    , Beirut","$1,000,000",Apartment,307 m²,3,4
"Kornet Chehwan, El Metn
                    , Mount Lebanon","$410,000",Apartment,240 m²,3,3
"Kornet Chehwan, El Metn
                    , Mount Lebanon","$360,000",Apartment,230 m²,3,4
"Kornet Chehwan, El Metn
                    , Mount Lebanon","$480,000",Apartment,330 m²,4,4
"Nabey, El Metn
                    , Mount Lebanon","$155,000",Apartment,120 m²,2,2
"Mechmech, Jbeil
                    , Mount Lebanon","$600,000",Land,000 m²,N/A,N/A
"Mechmech, Jbeil
                    , Mount Lebanon","$150,000",Land,500 m²,N/A,N/A
"Bsalim, El Metn
                    , Mount Lebanon","$247,000",Apartment,150 m²,3,3
"Bsalim, El Metn
                    , Mount Lebanon","$280,000",Apartment,170 m²,3,3
"Dbayeh, El Metn
                    , Mount Lebanon","$320,000",Office,85 m²,1,N/A
"Jouret Al Ballout, El Metn
                    , Mount Lebanon","$2,190,000",Land,457 m²,N/A,N/A
"Roumie, El Metn
                    , Mount Lebanon","$320,000",Apartment,170 m²,2,3
"Beit Meri, El Metn
                    , Mount Lebanon","$265,000",Apartment,225 m²,3,4
"Aamchit, Jbeil
                    , Mount Lebanon","$215,000",Land,320 m²,2,2
"Fanar, El Metn
                    , Mount Lebanon","$175,000",Warehouse,400 m²,N/A,N/A
"Mansourieh, El Metn
                    , Mount Lebanon","$350,000",Apartment,350 m²,4,6
"Aannaya, Jbeil
                    , Mount Lebanon","$85,000",Chalet,95 m²,2,2
"Safra, Kesrouane
                    , Mount Lebanon","$465,000",Land,340 m²,N/A,N/A
"Bhamdoun, Aley
                    , Mount Lebanon","$300,000",Land,000 m²,N/A,N/A
"Batroun, Batroun
                    , North","$190,000",Apartment,145 m²,2,3
"Aamchit, Jbeil
                    , Mount Lebanon","$250,000",Land,146 m²,N/A,N/A
"Ras Beirut, Beirut
                    , Beirut","$300,000",Apartment,129 m²,3,2
"Bsalim, El Metn
                    , Mount Lebanon","$174,000",Apartment,120 m²,2,2
"Bsalim, El Metn
                    , Mount Lebanon","$215,000",Apartment,120 m²,2,2
"Sarba, Kesrouane
                    , Mount Lebanon","$250,000",Apartment,200 m²,3,3
"Mansourieh, El Metn
                    , Mount Lebanon","$115,000",Apartment,100 m²,2,2
"Mansourieh, El Metn
                    , Mount Lebanon","$450,000",Office,585 m²,2,N/A
"Ain Aar, El Metn
                    , Mount Lebanon","$255,000",Apartment,210 m²,3,4
"Ain Aar, El Metn
                    , Mount Lebanon","$130,000",Apartment,105 m²,2,2
"Ain Aar, El Metn
                    , Mount Lebanon","$255,000",Apartment,175 m²,3,3
"Mazraat Yachouh, El Metn
                    , Mount Lebanon","$860,000",Land,715 m²,N/A,N/A
"Achkout, Kesrouane
                    , Mount Lebanon","$280,000",Apartment,350 m²,3,4
"Achkout, Kesrouane
                    , Mount Lebanon","$175,000",Apartment,230 m²,3,4
"Achkout, Kesrouane
                    , Mount Lebanon","$250,000",Apartment,316 m²,3,4
"Bouchrieh, El Metn
                    , Mount Lebanon","$120,000",Apartment,80 m²,2,2
"Bouchrieh, El Metn
                    , Mount Lebanon","$130,000",Apartment,90 m²,2,2
"Bouchrieh, El Metn
                    , Mount Lebanon","$140,000",Apartment,100 m²,2,2
"Dlebta, Kesrouane
                    , Mount Lebanon","$1,000,000",Land,000 m²,N/A,N/A
"Naccache, El Metn
                    , Mount Lebanon","$350,000",Apartment,175 m²,3,3
"Zaarour, El Metn
                    , Mount Lebanon","$680,000",Land,723 m²,N/A,N/A
"Aamchit, Jbeil
                    , Mount Lebanon","$422,000",Land,407 m²,N/A,N/A
"Aamchit, Jbeil
                    , Mount Lebanon","$559,000",Land,863 m²,N/A,N/A
"Horsh Tabet, El Metn
                    , Mount Lebanon","$500,000",Apartment,332 m²,3,5
"Batroun, Batroun
                    , North","$95,000",Land,089 m²,N/A,N/A
"Sioufi, Beirut
                    , Beirut","$1,400,000",Apartment,350 m²,3,3
"Sioufi, Beirut
                    , Beirut","$860,000",Apartment,350 m²,3,3
"Achrafieh, Beirut
                    , Beirut","$607,000",Office,158 m²,1,N/A
"Fatqa, Kesrouane
                    , Mount Lebanon","$4,500,000",House/Villa,450 m²,5,7
"Zaarour, El Metn
                    , Mount Lebanon","$240,000",Apartment,150 m²,3,3
"chnaniir, Kesrouane
                    , Mount Lebanon","$625,000",Land,366 m²,N/A,N/A
"Ras Beirut, Beirut
                    , Beirut","$515,000",Apartment,240 m²,3,5
"Biyada, El Metn
                    , Mount Lebanon","$750,000",Apartment,300 m²,3,4
"Mar Mikhael, Beirut
                    , Beirut","$1,300,000",Land,197 m²,N/A,N/A
"Ain Saadeh, El Metn
                    , Mount Lebanon","$1,662,000",Land,108 m²,N/A,N/A
"Broumana, El Metn
                    , Mount Lebanon","$2,257,500",Land,030 m²,N/A,N/A
"Ghazir, Kesrouane
                    , Mount Lebanon","$200,000",Office,150 m²,2,N/A
"Mazraat Yachouh, El Metn
                    , Mount Lebanon","$432,000",Office,130 m²,2,N/A
"Aamchit, Jbeil
                    , Mount Lebanon","$230,000",Apartment,256 m²,3,3
"Achrafieh, Beirut
                    , Beirut","$4,000,000",Land,332 m²,N/A,N/A
"Hboub, Jbeil
                    , Mount Lebanon","$350,000",Apartment,240 m²,4,5
"Adma, Kesrouane
                    , Mount Lebanon","$260,000",Apartment,180 m²,3,4
"Jal el Dib, El Metn
                    , Mount Lebanon","$210,000",Apartment,255 m²,3,3
"Chikhane, Jbeil
                    , Mount Lebanon","$170,000",Land,900 m²,N/A,N/A
"Nahr Ibrahim, Jbeil
                    , Mount Lebanon","$300,000",Apartment,231 m²,3,4
"Nahr Ibrahim, Jbeil
                    , Mount Lebanon","$500,000",Apartment,410 m²,5,4
"Sarba, Kesrouane
                    , Mount Lebanon","$140,000",Apartment,135 m²,2,2
"Sarba, Kesrouane
                    , Mount Lebanon","$140,000",Apartment,135 m²,2,3
"Ghadir, Kesrouane
                    , Mount Lebanon","$260,000",Apartment,200 m²,3,3
"Ghadir, Kesrouane
                    , Mount Lebanon","$230,000",Apartment,150 m²,3,3
"Adma, Kesrouane
                    , Mount Lebanon","$350,000",Apartment,200 m²,3,4
"Adma, Kesrouane
                    , Mount Lebanon","$850,000",Apartment,300 m²,3,4
"Zaarour, El Metn
                    , Mount Lebanon","$274,000",Chalet,137 m²,2,3
"Sahel Alma, Kesrouane
                    , Mount Lebanon","$340,000",Apartment,200 m²,3,3
"Jnah, Beirut
                    , Beirut","$800,000",Apartment,265 m²,3,3
"Rabieh, El Metn
                    , Mount Lebanon","$2,600,000",Land,308 m²,N/A,N/A
"Achrafieh, Beirut
                    , Beirut","$250,000",Office,70 m²,2,N/A
"Sioufi, Beirut
                    , Beirut","$250,000",Apartment,190 m²,2,2
"Qortada, El Metn
                    , Mount Lebanon","$270,000",Land,980 m²,N/A,N/A
"Jdeideh, El Metn
                    , Mount Lebanon","$245,000",Apartment,220 m²,3,3
"Dbayeh, El Metn
                    , Mount Lebanon","$282,000",Apartment,140 m²,3,3
"Dbayeh, El Metn
                    , Mount Lebanon","$252,000",Apartment,140 m²,1,2
"Dbayeh, El Metn
                    , Mount Lebanon","$209,000",Apartment,110 m²,2,2
"Dbayeh, El Metn
                    , Mount Lebanon","$252,000",Apartment,140 m²,3,3
"Naccache, El Metn
                    , Mount Lebanon","$250,000",Apartment,200 m²,3,3
"Jbeil, Jbeil
                    , Mount Lebanon","$170,000",Apartment,170 m²,2,2
"Adma, Kesrouane
                    , Mount Lebanon","$350,000",Apartment,400 m²,3,4
"Blat, Jbeil
                    , Mount Lebanon","$120,000",Apartment,100 m²,2,3
"Antelias, El Metn
                    , Mount Lebanon","$313,000",Office,250 m²,2,N/A
"Antelias, El Metn
                    , Mount Lebanon","$625,000",Office,500 m²,5,N/A
"Batroun, Batroun
                    , North","$2,000,000",Land,000 m²,N/A,N/A
"Daroun Harissa, Kesrouane
                    , Mount Lebanon","$850,000",Land,369 m²,N/A,N/A
"Mechmech, Jbeil
                    , Mount Lebanon","$80,000",Land,848 m²,N/A,N/A
"Achrafieh, Beirut
                    , Beirut","$1,650,000",Apartment,350 m²,4,4
"Ajaltoun, Kesrouane
                    , Mount Lebanon","$165,000",Apartment,180 m²,3,3
"Dbayeh, El Metn
                    , Mount Lebanon","$600,000",Office,182 m²,N/A,N/A
"Douar, El Metn
                    , Mount Lebanon","$135,000",Apartment,140 m²,2,2
"Beit Meri, El Metn
                    , Mount Lebanon","$133,000",Apartment,80 m²,1,2
"Fakra, Kesrouane
                    , Mount Lebanon","$450,000",Chalet,150 m²,3,2
"Jal el Dib, El Metn
                    , Mount Lebanon","$235,000",Apartment,170 m²,2,2
"Sin El Fil, El Metn
                    , Mount Lebanon","$495,000",Apartment,191 m²,3,3
"Sin El Fil, El Metn
                    , Mount Lebanon","$495,000",Apartment,223 m²,3,4
"Sin El Fil, El Metn
                    , Mount Lebanon","$272,000",Apartment,133 m²,3,3
"Sin El Fil, El Metn
                    , Mount Lebanon","$179,000",Apartment,90 m²,2,2
"Mrouj, El Metn
                    , Mount Lebanon","$851,000",Land,252 m²,N/A,N/A
"Dahr El Sawan, El Metn
                    , Mount Lebanon","$425,000",Apartment,265 m²,3,3
"Adma, Kesrouane
                    , Mount Lebanon","$1,000,000",Apartment,400 m²,3,4
"Aatchane, El Metn
                    , Mount Lebanon","$95,000",Apartment,155 m²,3,2
"Bikfaya, El Metn
                    , Mount Lebanon","$210,000",Land,376 m²,N/A,N/A
"Bikfaya, El Metn
                    , Mount Lebanon","$270,000",Land,330 m²,N/A,N/A
"Hadath, Baabda
                    , Mount Lebanon","$325,000",Apartment,237 m²,3,3
"Sahel Alma, Kesrouane
                    , Mount Lebanon","$192,000",Apartment,120 m²,3,4
"Sahel Alma, Kesrouane
                    , Mount Lebanon","$256,000",Apartment,160 m²,3,4
"Adma, Kesrouane
                    , Mount Lebanon","$500,000",Apartment,250 m²,3,4
"Adma, Kesrouane
                    , Mount Lebanon","$770,000",Apartment,350 m²,3,5
"Adma, Kesrouane
                    , Mount Lebanon","$540,000",Apartment,230 m²,3,4
"Adma, Kesrouane
                    , Mount Lebanon","$460,000",Apartment,230 m²,3,4
"Qannabet Broumana, El Metn
                    , Mount Lebanon","$300,000",Apartment,175 m²,3,3
"Qannabet Broumana, El Metn
                    , Mount Lebanon","$260,000",Apartment,175 m²,3,3
"Qannabet Broumana, El Metn
                    , Mount Lebanon","$350,000",Apartment,170 m²,3,3
"Beit Meri, El Metn
                    , Mount Lebanon","$365,000",Land,803 m²,N/A,N/A
"Qannabet Broumana, El Metn
                    , Mount Lebanon","$255,000",Apartment,167 m²,3,4
"Tilal Ain Saade, El Metn
                    , Mount Lebanon","$400,000",Apartment,220 m²,3,4
"Achrafieh, Beirut
                    , Beirut","$400,000",Apartment,170 m²,3,3
"Haret Sakher, Kesrouane
                    , Mount Lebanon","$1,600,000",Land,325 m²,N/A,N/A
"Jal el Dib, El Metn
                    , Mount Lebanon","$325,000",Apartment,300 m²,3,5
"Hboub, Jbeil
                    , Mount Lebanon","$345,000",Apartment,215 m²,3,3
"Mazraat Yachouh, El Metn
                    , Mount Lebanon","$87,000",Apartment,170 m²,3,2
"Achrafieh, Beirut
                    , Beirut","$180,000",Office,100 m²,1,N/A
"Bsalim, El Metn
                    , Mount Lebanon","$97,000",Apartment,125 m²,2,2
"Sahel Alma, Kesrouane
                    , Mount Lebanon","$656,000",Apartment,285 m²,3,4
"Sahel Alma, Kesrouane
                    , Mount Lebanon","$685,000",Apartment,262 m²,3,5
"Achrafieh, Beirut
                    , Beirut","$550,000",Apartment,250 m²,4,4
"Ras Beirut, Beirut
                    , Beirut","$2,200,000",Apartment,500 m²,4,5
"Zaarour, El Metn
                    , Mount Lebanon","$145,000",Apartment,100 m²,2,2
"Dbayeh, El Metn
                    , Mount Lebanon","$525,000",Apartment,170 m²,3,3
"Horsh Tabet, El Metn
                    , Mount Lebanon","$300,000",Office,105 m²,1,N/A
"Aamchit, Jbeil
                    , Mount Lebanon","$1,350,000",Land,450 m²,N/A,N/A
"Ghedras, Kesrouane
                    , Mount Lebanon","$165,000",Apartment,178 m²,3,3
"Ghedras, Kesrouane
                    , Mount Lebanon","$355,000",Land,224 m²,N/A,N/A
"Batroun, Batroun
                    , North","$105,000",Apartment,147 m²,3,3
"Batroun, Batroun
                    , North","$220,000",Apartment,170 m²,3,3
"Batroun, Batroun
                    , North","$150,000",Land,800 m²,N/A,N/A
"Qortada, El Metn
                    , Mount Lebanon","$145,000",Land,140 m²,N/A,N/A
"Adma, Kesrouane
                    , Mount Lebanon","$190,000",Apartment,165 m²,3,4
"Ghadir, Kesrouane
                    , Mount Lebanon","$350,000",Apartment,220 m²,3,4
"Edde, Jbeil
                    , Mount Lebanon","$170,000",Apartment,160 m²,3,3
"Jbeil, Jbeil
                    , Mount Lebanon","$52,200",Land,870 m²,N/A,N/A
"Ghadir, Kesrouane
                    , Mount Lebanon","$550,000",Apartment,250 m²,3,4
"kfarhbeib, Kesrouane
                    , Mount Lebanon","$900,000",Apartment,500 m²,4,6
"kfarhbeib, Kesrouane
                    , Mount Lebanon","$485,000",Apartment,235 m²,3,4
"kfarhbeib, Kesrouane
                    , Mount Lebanon","$425,000",Apartment,250 m²,4,5
"kfarhbeib, Kesrouane
                    , Mount Lebanon","$465,000",Apartment,235 m²,3,4
"Baabdat, El Metn
                    , Mount Lebanon","$250,000",Land,915 m²,N/A,N/A
"Achrafieh, Beirut
                    , Beirut","$450,000",Apartment,250 m²,3,2
"Zouk Mosbeh, Kesrouane
                    , Mount Lebanon","$350,000",Shop,140 m²,2,N/A
"Safra, Kesrouane
                    , Mount Lebanon","$73,000",Apartment,140 m²,2,2
"Fakra, Kesrouane
                    , Mount Lebanon","$190,000",Chalet,110 m²,2,2
"Achrafieh, Beirut
                    , Beirut","$480,000",Apartment,200 m²,2,2
"Jbeil, Jbeil
                    , Mount Lebanon","$125,000",Apartment,158 m²,3,2
"Achrafieh, Beirut
                    , Beirut","$1,100,000",Apartment,315 m²,3,4
"Beit El Kikko, El Metn
                    , Mount Lebanon","$340,000",Apartment,255 m²,3,4
"Kfarzebian, Kesrouane
                    , Mount Lebanon","$250,000",Apartment,110 m²,2,2
"Blat, Jbeil
                    , Mount Lebanon","$140,000",Land,825 m²,N/A,N/A
"Batroun, Batroun
                    , North","$350,000",House/Villa,230 m²,N/A,N/A
"Ain Al Remmane, Baabda
                    , Mount Lebanon","$295,000",Apartment,180 m²,2,2
"Broumana, El Metn
                    , Mount Lebanon","$650,000",Land,612 m²,N/A,N/A
"Broumana, El Metn
                    , Mount Lebanon","$650,000",Land,536 m²,N/A,N/A
"Lehfed, Jbeil
                    , Mount Lebanon","$110,000",Land,200 m²,N/A,N/A
"Sarba, Kesrouane
                    , Mount Lebanon","$2,500,000",Land,986 m²,N/A,N/A
"Paris 16ème, Paris 16ème
                    , France","€750,000",Apartment,51 m²,1,1
"Paris 16ème, Paris 16ème
                    , France","€845,000",Apartment,71 m²,2,1
"Dbayeh, El Metn
                    , Mount Lebanon","$230,000",Apartment,200 m²,3,3
"Qornet El Hamra, El Metn
                    , Mount Lebanon","$169,000",Apartment,135 m²,3,3
"Qornet El Hamra, El Metn
                    , Mount Lebanon","$125,000",Apartment,100 m²,2,2
"Qornet El Hamra, El Metn
                    , Mount Lebanon","$108,000",Apartment,100 m²,2,2
"Tabarja, Kesrouane
                    , Mount Lebanon","$550,000",Chalet,70 m²,1,1
"kfarhbeib, Kesrouane
                    , Mount Lebanon","$340,000",Apartment,400 m²,5,3
"Kfarzebian, Kesrouane
                    , Mount Lebanon","$1,000,000",Land,616 m²,N/A,N/A
"Achrafieh, Beirut
                    , Beirut","$320,000",Apartment,80 m²,1,2
"Batroun, Batroun
                    , North","$1,250,000",House/Villa,700 m²,7,7
"Batroun, Batroun
                    , North","$140,000",Apartment,185 m²,3,2
"Sin El Fil, El Metn
                    , Mount Lebanon","$450,000",Office,127 m²,3,N/A
"Sioufi, Beirut
                    , Beirut","$245,000",Apartment,200 m²,3,2
"Jbeil, Jbeil
                    , Mount Lebanon","$175,000",Apartment,176 m²,3,3
"Jbeil, Jbeil
                    , Mount Lebanon","$270,000",Apartment,200 m²,3,2
"Furn El Chebbak, Baabda
                    , Mount Lebanon","$300,000",Apartment,184 m²,3,3
"Paris 16ème, Paris 16ème
                    , France","€499,000",Apartment,38 m²,1,N/A
"Paris 16ème, Paris 16ème
                    , France","€480,000",Apartment,29 m²,1,N/A
"Paris 16ème, Paris 16ème
                    , France","€420,000",Apartment,45 m²,1,1
"Beit El Kikko, El Metn
                    , Mount Lebanon","$260,000",Apartment,165 m²,3,3
"kfarhbeib, Kesrouane
                    , Mount Lebanon","$500,000",Apartment,360 m²,4,5
"Jbeil, Jbeil
                    , Mount Lebanon","$220,000",Apartment,180 m²,3,4
"Jbeil, Jbeil
                    , Mount Lebanon","$245,000",Apartment,180 m²,3,4
"Jbeil, Jbeil
                    , Mount Lebanon","$245,000",Apartment,200 m²,3,4
"kfarhbeib, Kesrouane
                    , Mount Lebanon","$275,000",Apartment,205 m²,4,3
"Hboub, Jbeil
                    , Mount Lebanon","$90,000",Apartment,115 m²,1,2
"Monteverde, El Metn
                    , Mount Lebanon","$770,000",Land,400 m²,N/A,N/A
"Adma, Kesrouane
                    , Mount Lebanon","$400,000",Apartment,155 m²,2,2
"Dbayeh, El Metn
                    , Mount Lebanon","$180,000",Apartment,120 m²,2,2
"Mazraat Yachouh, El Metn
                    , Mount Lebanon","$140,000",Apartment,170 m²,3,2
"Aannaya, Jbeil
                    , Mount Lebanon","$900,000",House/Villa,450 m²,4,4
"Braij, Jbeil
                    , Mount Lebanon","$900,000",Land,300 m²,N/A,N/A
"Furn El Chebbak, Baabda
                    , Mount Lebanon","$140,000",Warehouse,200 m²,2,N/A
"Dbayeh, El Metn
                    , Mount Lebanon","$187,000",Apartment,140 m²,2,2
"Ehmej, Jbeil
                    , Mount Lebanon","$250,000",Land,200 m²,N/A,N/A
"Blat, Jbeil
                    , Mount Lebanon","$75,000",Shop,40 m²,2,N/A
"Blat, Jbeil
                    , Mount Lebanon","$120,000",Shop,75 m²,1,N/A
"Monteverde, El Metn
                    , Mount Lebanon","$3,100,000",House/Villa,300 m²,8,N/A
"Paris 16ème, Paris 16ème
                    , France","€1,920,000",Apartment,140 m²,3,2
"Paris 16ème, Paris 16ème
                    , France","€1,695,000",Apartment,97 m²,3,2
"Faraya, Kesrouane
                    , Mount Lebanon","$450,000",Land,100 m²,N/A,N/A
"Sioufi, Beirut
                    , Beirut","$1,250,000",Apartment,380 m²,4,4
"Achrafieh, Beirut
                    , Beirut","$1,050,000",Apartment,280 m²,3,4
"Halat, Jbeil
                    , Mount Lebanon","$140,000",Apartment,140 m²,3,3
"Batroun, Batroun
                    , North","$1,400,000",Land,700 m²,N/A,N/A
"Batroun, Batroun
                    , North","$320,000",Land,063 m²,N/A,N/A
"Adonis, Kesrouane
                    , Mount Lebanon","$170,000",Apartment,200 m²,3,2
"Bsalim, El Metn
                    , Mount Lebanon","$154,000",Apartment,115 m²,2,2
"Paris 16ème, Paris 16ème
                    , France","€390,000",Apartment,39 m²,1,N/A
"Fidar, Jbeil
                    , Mount Lebanon","$345,000",Apartment,200 m²,3,3
"Kfarzebian, Kesrouane
                    , Mount Lebanon","$195,000",Chalet,90 m²,2,2
"Paris 17ème, Paris 17ème
                    , France","€660,000",Apartment,57 m²,1,1
"Roumie, El Metn
                    , Mount Lebanon","$500,000",Warehouse,100 m²,1,N/A
"Paris 16ème, Paris 16ème
                    , France","€1,590,000",Apartment,91 m²,2,1
"Paris 16ème, Paris 16ème
                    , France","€460,000",Apartment,27 m²,1,N/A
"Paris 16ème, Paris 16ème
                    , France","€455,000",Apartment,47 m²,1,1
"Paris 16ème, Paris 16ème
                    , France","€390,000",Apartment,44 m²,1,1
"Paris 16ème, Paris 16ème
                    , France","€890,000",Apartment,75 m²,3,1
"Paris 16ème, Paris 16ème
                    , France","€740,000",Apartment,70 m²,2,1
"Aannaya, Jbeil
                    , Mount Lebanon","$570,000",Land,111 m²,N/A,N/A
"Paris 13ème, Paris 13ème
                    , France","€200,000",Apartment,20 m²,1,N/A
"Paris 13ème, Paris 13ème
                    , France","€240,000",Apartment,23 m²,1,N/A
"Ain Al Remmane, Baabda
                    , Mount Lebanon","$325,000",Apartment,300 m²,3,3
"Achkout, Kesrouane
                    , Mount Lebanon","$250,000",Land,440 m²,N/A,N/A
"Baabdat, El Metn
                    , Mount Lebanon","$450,000",Apartment,200 m²,3,3
"Aannaya, Jbeil
                    , Mount Lebanon","$100,000",Apartment,200 m²,3,3
"Bouar, Kesrouane
                    , Mount Lebanon","$150,000",Apartment,130 m²,2,2
"VANVES France, VANVES-France
                    , France","€423,000",Apartment,70 m²,2,1
"Monteverde, El Metn
                    , Mount Lebanon","$350,000",Apartment,200 m²,3,3
"Haret Sakher, Kesrouane
                    , Mount Lebanon","$300,000",House/Villa,200 m²,3,3
"Rabweh, El Metn
                    , Mount Lebanon","$370,000",Apartment,190 m²,3,3
"Rabweh, El Metn
                    , Mount Lebanon","$310,000",Apartment,200 m²,3,3
"Aamchit, Jbeil
                    , Mount Lebanon","$110,000",Apartment,111 m²,2,2
"Paris 6ème, Paris 6ème
                    , France","€860,000",Apartment,72 m²,2,1
"Chikhane, Jbeil
                    , Mount Lebanon","$130,000",Land,167 m²,N/A,N/A
"Zouk Mikael, Kesrouane
                    , Mount Lebanon","$165,000",Warehouse,170 m²,1,N/A
"Naccache, El Metn
                    , Mount Lebanon","$230,000",Apartment,145 m²,3,3
"Ras Beirut, Beirut
                    , Beirut","$1,250,000",Apartment,400 m²,3,3
"Baabda, Baabda
                    , Mount Lebanon","$295,000",Apartment,255 m²,3,4
"Bsalim, El Metn
                    , Mount Lebanon","$500,000",Apartment,400 m²,4,4
"Adma, Kesrouane
                    , Mount Lebanon","$1,100,000",Land,445 m²,N/A,N/A
"Tarchich, Baabda
                    , Mount Lebanon","$45,000",Land,800 m²,N/A,N/A
"Salima, Baabda
                    , Mount Lebanon","$320,000",Land,950 m²,N/A,N/A
"Zalka, El Metn
                    , Mount Lebanon","$200,000",Office,65 m²,1,N/A
"Paris 16ème, Paris 16ème
                    , France","€720,000",Apartment,59 m²,2,1
"Badaro, Beirut
                    , Beirut","$600,000",Apartment,200 m²,3,2
"Paris 16ème, Paris 16ème
                    , France","€815,000",Apartment,60 m²,1,1
"Jbeil, Jbeil
                    , Mount Lebanon","$150,000",Apartment,240 m²,4,4
"Jal el Dib, El Metn
                    , Mount Lebanon","$175,000",Office,80 m²,1,N/A
"Faraya, Kesrouane
                    , Mount Lebanon","$275,000",Chalet,120 m²,3,2
"Paris 15ème, Paris 15ème
                    , France","€821,000",Apartment,59 m²,2,1
"Paris 16ème, Paris 16ème
                    , France","€486,000",Apartment,39 m²,1,1
"Aoukar, El Metn
                    , Mount Lebanon","$619,000",Land,774 m²,N/A,N/A
"Aoukar, El Metn
                    , Mount Lebanon","$840,000",Land,050 m²,N/A,N/A
"Zaarour, El Metn
                    , Mount Lebanon","$380,000",House/Villa,155 m²,3,3
"Adma, Kesrouane
                    , Mount Lebanon","$700,000",Shop,400 m²,2,N/A
"Ras Beirut, Beirut
                    , Beirut","$625,000",Office,200 m²,2,N/A
"Blat, Jbeil
                    , Mount Lebanon","$185,000",Land,970 m²,N/A,N/A
"Blat, Jbeil
                    , Mount Lebanon","$195,000",Land,055 m²,N/A,N/A
"Hadath, Baabda
                    , Mount Lebanon","$255,000",Apartment,200 m²,3,3
"Klayaat, Kesrouane
                    , Mount Lebanon","$350,000",Land,128 m²,N/A,N/A
"Paris 13ème, Paris 13ème
                    , France","€330,000",Apartment,37 m²,1,1
"Paris 15ème, Paris 15ème
                    , France","€270,000",Apartment,19 m²,1,1
"Paris 16ème, Paris 16ème
                    , France","€394,000",Apartment,40 m²,1,1
"Paris 15ème, Paris 15ème
                    , France","€359,000",Apartment,39 m²,1,1
"Paris 16ème, Paris 16ème
                    , France","€590,000",Apartment,42 m²,1,1
"Hboub, Jbeil
                    , Mount Lebanon","$115,000",Apartment,125 m²,2,2
"Ain Saadeh, El Metn
                    , Mount Lebanon","$360,000",Apartment,200 m²,3,4
"Ain Saadeh, El Metn
                    , Mount Lebanon","$310,000",Apartment,170 m²,3,4
"Ain Saadeh, El Metn
                    , Mount Lebanon","$280,000",Apartment,161 m²,3,3
"Kaslik, Kesrouane
                    , Mount Lebanon","$477,000",Chalet,100 m²,2,1
"Rabweh, El Metn
                    , Mount Lebanon","$1,000,000",Apartment,525 m²,4,5
"Aatchane, El Metn
                    , Mount Lebanon","$210,000",Apartment,140 m²,3,3
"Kornet Chehwan, El Metn
                    , Mount Lebanon","$2,335,000",Land,335 m²,3,N/A
"Bouchrieh, El Metn
                    , Mount Lebanon","$200,000",Warehouse,212 m²,1,N/A
"Adma, Kesrouane
                    , Mount Lebanon","$650,000",Land,165 m²,N/A,N/A
"Paris 16ème, Paris 16ème
                    , France","€435,000",Apartment,34 m²,1,1
"Halat, Jbeil
                    , Mount Lebanon","$138,000",Apartment,120 m²,2,2
"Mar Takla, Baabda
                    , Mount Lebanon","$525,000",Shop,80 m²,2,N/A
"Mar Takla, Baabda
                    , Mount Lebanon","$280,000",Shop,40 m²,1,N/A
"Bouchrieh, El Metn
                    , Mount Lebanon","$600,000",Warehouse,650 m²,1,N/A
"Fakra, Kesrouane
                    , Mount Lebanon","$350,000",Chalet,123 m²,2,2
"Sin El Fil, El Metn
                    , Mount Lebanon","$2,200,000",Shop,440 m²,4,N/A
"Jbeil, Jbeil
                    , Mount Lebanon","$395,000",Land,950 m²,N/A,N/A
"Jbeil, Jbeil
                    , Mount Lebanon","$250,000",Apartment,260 m²,3,3
"Haret Sakher, Kesrouane
                    , Mount Lebanon","$125,000",Apartment,150 m²,3,3
"Edde, Jbeil
                    , Mount Lebanon","$215,000",Apartment,160 m²,3,4
